id,name,volume,groupID,groupName,categoryID,categoryName
26477,"Amarr Elite Battleship Wreck",27500,186,Wreck,2,Celestial
26478,"Amarr Elite Cruiser Wreck",27500,186,Wreck,2,Celestial
26479,"Amarr Elite Destroyer Wreck",27500,186,Wreck,2,Celestial
26480,"Amarr Elite Frigate Wreck",27500,186,Wreck,2,Celestial
26481,"Amarr Elite Industrial Wreck",27500,186,Wreck,2,Celestial
26482,"Amarr Elite Mining Barge Wreck",27500,186,Wreck,2,Celestial
26483,"Amarr Freighter Wreck",735000,186,Wreck,2,Celestial
26484,"Amarr Frigate Wreck",27500,186,Wreck,2,Celestial
26485,"Amarr Industrial Wreck",27500,186,Wreck,2,Celestial
26486,"Amarr Mining Barge Wreck",27500,186,Wreck,2,Celestial
26487,"Amarr Supercarrier Wreck",27500,186,Wreck,2,Celestial
26488,"Amarr Rookie ship Wreck",27500,186,Wreck,2,Celestial
26489,"Amarr Shuttle Wreck",27500,186,Wreck,2,Celestial
26490,"Amarr Titan Wreck",45000,186,Wreck,2,Celestial
26491,"Caldari Battlecruiser Wreck",27500,186,Wreck,2,Celestial
26492,"Caldari Battleship Wreck",27500,186,Wreck,2,Celestial
26494,"Caldari Carrier Wreck",27500,186,Wreck,2,Celestial
26495,"Caldari Cruiser Wreck",27500,186,Wreck,2,Celestial
26496,"Caldari Destroyer Wreck",27500,186,Wreck,2,Celestial
26497,"Caldari Dreadnought Wreck",27500,186,Wreck,2,Celestial
26498,"Caldari Elite Battlecruiser Wreck",27500,186,Wreck,2,Celestial
26499,"Caldari Elite Battleship Wreck",27500,186,Wreck,2,Celestial
26500,"Caldari Elite Cruiser Wreck",27500,186,Wreck,2,Celestial
26501,"Caldari Elite Destroyer Wreck",27500,186,Wreck,2,Celestial
26502,"Caldari Elite Frigate Wreck",27500,186,Wreck,2,Celestial
26503,"Caldari Elite Industrial Wreck",27500,186,Wreck,2,Celestial
26504,"Caldari Elite Mining Barge Wreck",27500,186,Wreck,2,Celestial
26505,"Caldari Freighter Wreck",785000,186,Wreck,2,Celestial
26506,"Caldari Frigate Wreck",27500,186,Wreck,2,Celestial
26507,"Caldari Industrial Wreck",27500,186,Wreck,2,Celestial
26508,"Caldari Mining Barge Wreck",27500,186,Wreck,2,Celestial
26509,"Caldari Supercarrier Wreck",27500,186,Wreck,2,Celestial
26510,"Caldari Rookie ship Wreck",27500,186,Wreck,2,Celestial
26511,"Caldari Shuttle Wreck",27500,186,Wreck,2,Celestial
26512,"Caldari Titan Wreck",55000,186,Wreck,2,Celestial
26513,"Gallente Battlecruiser Wreck",27500,186,Wreck,2,Celestial
26514,"Gallente Battleship Wreck",27500,186,Wreck,2,Celestial
26516,"Gallente Carrier Wreck",27500,186,Wreck,2,Celestial
26517,"Gallente Cruiser Wreck",27500,186,Wreck,2,Celestial
26518,"Gallente Destroyer Wreck",27500,186,Wreck,2,Celestial
26519,"Gallente Dreadnought Wreck",27500,186,Wreck,2,Celestial
26520,"Gallente Elite Battlecruiser Wreck",27500,186,Wreck,2,Celestial
26521,"Gallente Elite Battleship Wreck",27500,186,Wreck,2,Celestial
26522,"Gallente Elite Cruiser Wreck",27500,186,Wreck,2,Celestial
26523,"Gallente Elite Destroyer Wreck",27500,186,Wreck,2,Celestial
26524,"Gallente Elite Frigate Wreck",27500,186,Wreck,2,Celestial
26525,"Gallente Elite Industrial Wreck",27500,186,Wreck,2,Celestial
26526,"Gallente Elite Mining Barge Wreck",27500,186,Wreck,2,Celestial
26527,"Gallente Freighter Wreck",750000,186,Wreck,2,Celestial
26528,"Gallente Frigate Wreck",27500,186,Wreck,2,Celestial
26529,"Gallente Industrial Wreck",27500,186,Wreck,2,Celestial
26530,"Gallente Mining Barge Wreck",27500,186,Wreck,2,Celestial
26531,"Gallente Supercarrier Wreck",27500,186,Wreck,2,Celestial
26532,"Gallente Rookie ship Wreck",27500,186,Wreck,2,Celestial
26533,"Gallente Shuttle Wreck",27500,186,Wreck,2,Celestial
26534,"Gallente Titan Wreck",65000,186,Wreck,2,Celestial
26535,"Minmatar Battlecruiser Wreck",27500,186,Wreck,2,Celestial
26536,"Minmatar Battleship Wreck",27500,186,Wreck,2,Celestial
26538,"Minmatar Carrier Wreck",27500,186,Wreck,2,Celestial
26539,"Minmatar Cruiser Wreck",27500,186,Wreck,2,Celestial
26540,"Minmatar Destroyer Wreck",27500,186,Wreck,2,Celestial
26541,"Minmatar Dreadnought Wreck",27500,186,Wreck,2,Celestial
26542,"Minmatar Elite Battlecruiser Wreck",27500,186,Wreck,2,Celestial
26543,"Minmatar Elite Battleship Wreck",27500,186,Wreck,2,Celestial
26544,"Minmatar Elite Cruiser Wreck",27500,186,Wreck,2,Celestial
26545,"Minmatar Elite Destroyer Wreck",27500,186,Wreck,2,Celestial
26546,"Minmatar Elite Frigate Wreck",27500,186,Wreck,2,Celestial
26547,"Minmatar Elite Industrial Wreck",27500,186,Wreck,2,Celestial
26548,"Minmatar Elite Mining Barge Wreck",27500,186,Wreck,2,Celestial
26549,"Minmatar Freighter Wreck",720000,186,Wreck,2,Celestial
26550,"Minmatar Frigate Wreck",27500,186,Wreck,2,Celestial
26551,"Minmatar Industrial Wreck",27500,186,Wreck,2,Celestial
26552,"Minmatar Mining Barge Wreck",27500,186,Wreck,2,Celestial
26553,"Minmatar Supercarrier Wreck",27500,186,Wreck,2,Celestial
26554,"Minmatar Rookie ship Wreck",27500,186,Wreck,2,Celestial
26555,"Minmatar Shuttle Wreck",27500,186,Wreck,2,Celestial
26556,"Minmatar Titan Wreck",60000,186,Wreck,2,Celestial
26557,"Frigate Wreck",27500,186,Wreck,2,Celestial
26558,"Cruiser Wreck",27500,186,Wreck,2,Celestial
26559,"Battleship Wreck",27500,186,Wreck,2,Celestial
26560,"Pirate Wreck",27500,186,Wreck,2,Celestial
26561,"Angel Small Wreck",27500,186,Wreck,2,Celestial
26562,"Angel Medium Wreck",27500,186,Wreck,2,Celestial
26563,"Angel Large Wreck",27500,186,Wreck,2,Celestial
26564,"Angel Small Commander Wreck",27500,186,Wreck,2,Celestial
26565,"Angel Large Commander Wreck",27500,186,Wreck,2,Celestial
26566,"Angel Officer Wreck",27500,186,Wreck,2,Celestial
26567,"Blood Small Wreck",27500,186,Wreck,2,Celestial
26568,"Blood Medium Wreck",27500,186,Wreck,2,Celestial
26569,"Blood Large Wreck",27500,186,Wreck,2,Celestial
26570,"Blood Small Commander Wreck",27500,186,Wreck,2,Celestial
26571,"Blood Medium Commander Wreck",27500,186,Wreck,2,Celestial
26572,"Blood Officer Wreck",27500,186,Wreck,2,Celestial
26573,"Guristas Small Wreck",27500,186,Wreck,2,Celestial
26574,"Guristas Medium Wreck",27500,186,Wreck,2,Celestial
26575,"Guristas Large Wreck",27500,186,Wreck,2,Celestial
26576,"Guristas Small Commander Wreck",27500,186,Wreck,2,Celestial
26577,"Guristas Medium Commander Wreck",27500,186,Wreck,2,Celestial
26578,"Guristas Officer Wreck",27500,186,Wreck,2,Celestial
26579,"Sanshas Small Wreck",27500,186,Wreck,2,Celestial
26580,"Sanshas Medium Wreck",27500,186,Wreck,2,Celestial
26581,"Sanshas Large Wreck",27500,186,Wreck,2,Celestial
26582,"Sanshas Small Commander Wreck",27500,186,Wreck,2,Celestial
26583,"Sanshas Medium Commander Wreck",27500,186,Wreck,2,Celestial
26584,"Sanshas Officer Wreck",27500,186,Wreck,2,Celestial
26585,"Serpentis Small Wreck",27500,186,Wreck,2,Celestial
26586,"Serpentis Medium Wreck",27500,186,Wreck,2,Celestial
26587,"Serpentis Large Wreck",27500,186,Wreck,2,Celestial
26588,"Serpentis Small Commander Wreck",27500,186,Wreck,2,Celestial
26589,"Serpentis Medium Commander Wreck",27500,186,Wreck,2,Celestial
26590,"Serpentis Officer Wreck",27500,186,Wreck,2,Celestial
26591,"Rogue Small Wreck",27500,186,Wreck,2,Celestial
26592,"Rogue Medium Wreck",27500,186,Wreck,2,Celestial
26593,"Rogue Large Wreck",27500,186,Wreck,2,Celestial
26594,"Rogue Elite Small Wreck",27500,186,Wreck,2,Celestial
26595,"Rogue Elite Medium Wreck",27500,186,Wreck,2,Celestial
26596,"Rogue Officer Wreck",27500,186,Wreck,2,Celestial
26699,"Angel Medium Commander Wreck",27500,186,Wreck,2,Celestial
26700,"Blood Large Commander Wreck",27500,186,Wreck,2,Celestial
26701,"Guristas Large Commander Wreck",27500,186,Wreck,2,Celestial
26702,"Sanshas Large Commander Wreck",27500,186,Wreck,2,Celestial
26703,"Serpentis Large Commander Wreck",27500,186,Wreck,2,Celestial
26918,"Overseer Frigate Wreck",27500,186,Wreck,2,Celestial
26919,"Overseer Cruiser Wreck",27500,186,Wreck,2,Celestial
26920,"Overseer Battleship Wreck",27500,186,Wreck,2,Celestial
26933,"Mission Generic Large Wreck",27500,186,Wreck,2,Celestial
26934,"Mission Generic Medium Wreck",27500,186,Wreck,2,Celestial
26935,"Mission Generic Small Wreck",27500,186,Wreck,2,Celestial
26939,"CONCORD Large Wreck",27500,186,Wreck,2,Celestial
26940,"CONCORD Medium Wreck",27500,186,Wreck,2,Celestial
26941,"CONCORD Small Wreck",27500,186,Wreck,2,Celestial
26972,"Faction Drone Wreck",27500,186,Wreck,2,Celestial
27041,"Minmatar Large Wreck",27500,186,Wreck,2,Celestial
27042,"Minmatar Medium Wreck",27500,186,Wreck,2,Celestial
27043,"Minmatar Small Wreck",27500,186,Wreck,2,Celestial
27044,"Khanid Large Wreck",27500,186,Wreck,2,Celestial
27045,"Khanid Medium Wreck",27500,186,Wreck,2,Celestial
27046,"Khanid Small Wreck",27500,186,Wreck,2,Celestial
27047,"Caldari Large Wreck",27500,186,Wreck,2,Celestial
27048,"Caldari Medium Wreck",27500,186,Wreck,2,Celestial
27049,"Caldari Small Wreck",27500,186,Wreck,2,Celestial
27050,"Amarr Large Wreck",27500,186,Wreck,2,Celestial
27051,"Amarr Medium Wreck",27500,186,Wreck,2,Celestial
27052,"Amarr Small Wreck",27500,186,Wreck,2,Celestial
27053,"Gallente Large Wreck",27500,186,Wreck,2,Celestial
27054,"Gallente Medium Wreck",27500,186,Wreck,2,Celestial
27055,"Gallente Small Wreck",27500,186,Wreck,2,Celestial
27056,"Thukker Large Wreck",27500,186,Wreck,2,Celestial
27057,"Thukker Medium Wreck",27500,186,Wreck,2,Celestial
27058,"Thukker Small Wreck",27500,186,Wreck,2,Celestial
27060,"Mordu Large Wreck",27500,186,Wreck,2,Celestial
27061,"Mordu Medium Wreck",27500,186,Wreck,2,Celestial
27062,"Mordu Small Wreck",27500,186,Wreck,2,Celestial
27202,"Convoy Wreck",27500,186,Wreck,2,Celestial
27286,"Pirate Drone Wreck",27500,186,Wreck,2,Celestial
27926,"Mission Caldari Carrier Wreck",27500,186,Wreck,2,Celestial
27927,"Mission Amarr Carrier Wreck",27500,186,Wreck,2,Celestial
27928,"Mission Minmatar Carrier Wreck",27500,186,Wreck,2,Celestial
27929,"Mission Gallente Carrier Wreck",27500,186,Wreck,2,Celestial
28221,"Rogue Large Commander Wreck",27500,186,Wreck,2,Celestial
28222,"Rogue Medium Commander Wreck",27500,186,Wreck,2,Celestial
28223,"Rogue Small Commander Wreck",27500,186,Wreck,2,Celestial
28255,"Mission Faction Freighter Wreck",27500,186,Wreck,2,Celestial
28603,"Rorqual Wreck",27500,186,Wreck,2,Celestial
29033,"Amarr Elite Freighter Wreck",735000,186,Wreck,2,Celestial
29034,"Caldari Elite Freighter Wreck",785000,186,Wreck,2,Celestial
29035,"Gallente Elite Freighter Wreck",750000,186,Wreck,2,Celestial
29036,"Minmatar Elite Freighter Wreck",720000,186,Wreck,2,Celestial
29347,"Mission Faction Vessels Wreck",27500,186,Wreck,2,Celestial
29365,"Mission Faction Industrials Wreck",27500,186,Wreck,2,Celestial
29639,"Orca Wreck",27500,186,Wreck,2,Celestial
30457,"Sleeper Small Advanced Wreck",27500,186,Wreck,2,Celestial
30458,"Sleeper Medium Advanced Wreck",27500,186,Wreck,2,Celestial
30459,"Sleeper Large Wreck",27500,186,Wreck,2,Celestial
30484,"Sleeper Small Basic Wreck",27500,186,Wreck,2,Celestial
30485,"Sleeper Small Intermediate Wreck",27500,186,Wreck,2,Celestial
30492,"Sleeper Medium Basic Wreck",27500,186,Wreck,2,Celestial
30493,"Sleeper Medium Intermediate Wreck",27500,186,Wreck,2,Celestial
30494,"Sleeper Large Basic Wreck",27500,186,Wreck,2,Celestial
30495,"Sleeper Large Intermediate Wreck",27500,186,Wreck,2,Celestial
30496,"Sleeper Large Advanced Wreck",27500,186,Wreck,2,Celestial
30822,"Amarr Advanced Cruiser Wreck",27500,186,Wreck,2,Celestial
30823,"Caldari Advanced Cruiser Wreck",27500,186,Wreck,2,Celestial
30824,"Gallente Advanced Cruiser Wreck",27500,186,Wreck,2,Celestial
30825,"Minmatar Advanced Cruiser Wreck",27500,186,Wreck,2,Celestial
33489,"Ship Maintenance Array Wreck",27500,186,Wreck,2,Celestial
33490,"X-Large Ship Maintenance Array Wreck",27500,186,Wreck,2,Celestial
33538,"Mobile Structure Wreck",27500,186,Wreck,2,Celestial
33765,"Rorqual ORE Development Edition Wreck",27500,186,Wreck,2,Celestial
33766,"Orca ORE Development Edition Wreck",27500,186,Wreck,2,Celestial
33907,"Mordus Large Commander Wreck",27500,186,Wreck,2,Celestial
33908,"Mordus Medium Commander Wreck",27500,186,Wreck,2,Celestial
33909,"Mordus Small Commander Wreck",27500,186,Wreck,2,Celestial
34395,"Amarr Advanced Destroyer Wreck",27500,186,Wreck,2,Celestial
34440,"Sleeper Medium Wreck ",27500,186,Wreck,2,Celestial
34584,"Minmatar Advanced Destroyer Wreck",27500,186,Wreck,2,Celestial
34768,"Drifter Battleship Wreck",27500,186,Wreck,2,Celestial
34884,"ORE Freighter Wreck",750000,186,Wreck,2,Celestial
2096,"Caldari Supercarrier Wreckage",0,226,"Large Collidable Object",2,Celestial
2097,"Amarr Supercarrier Wreckage",0,226,"Large Collidable Object",2,Celestial
2101,"Gallente Supercarrier Wreckage",0,226,"Large Collidable Object",2,Celestial
2102,"Minmatar Supercarrier Wreckage",0,226,"Large Collidable Object",2,Celestial
2105,"Amarr Carrier Wreckage",0,226,"Large Collidable Object",2,Celestial
2106,"Caldari Carrier Wreckage",0,226,"Large Collidable Object",2,Celestial
2107,"Gallente Carrier Wreckage",0,226,"Large Collidable Object",2,Celestial
2110,"Minmatar Carrier Wreckage",0,226,"Large Collidable Object",2,Celestial
2111,"Amarr Freighter Wreckage",0,226,"Large Collidable Object",2,Celestial
2112,"Caldari Freighter Wreckage",0,226,"Large Collidable Object",2,Celestial
2113,"Gallente Freighter Wreckage",0,226,"Large Collidable Object",2,Celestial
2114,"Minmatar Freighter Wreckage",0,226,"Large Collidable Object",2,Celestial
2115,"Amarr Dreadnought Wreckage",0,226,"Large Collidable Object",2,Celestial
2116,"Caldari Dreadnought Wreckage",0,226,"Large Collidable Object",2,Celestial
2119,"Gallente Dreadnought Wreckage",0,226,"Large Collidable Object",2,Celestial
2120,"Minmatar Dreadnought Wreckage",0,226,"Large Collidable Object",2,Celestial
2121,"Amarr Titan Wreckage",0,226,"Large Collidable Object",2,Celestial
2122,"Caldari Titan Wreckage",0,226,"Large Collidable Object",2,Celestial
2123,"Gallente Titan Wreckage",0,226,"Large Collidable Object",2,Celestial
2124,"Minmatar Titan Wreckage",0,226,"Large Collidable Object",2,Celestial
2234,"Sansha's Battletower",100000000,226,"Large Collidable Object",2,Celestial
2252,"Roden Station",1,226,"Large Collidable Object",2,Celestial
2284,"Megathron (Roden)",0,226,"Large Collidable Object",2,Celestial
2285,"Dominix (Roden)",0,226,"Large Collidable Object",2,Celestial
2335,"Mysterious Probe",0,226,"Large Collidable Object",2,Celestial
2407,"The Terminus Stream",0,226,"Large Collidable Object",2,Celestial
2468,"Fortified Drone Structure II",100000000,226,"Large Collidable Object",2,Celestial
2573,"The Solitaire",0,226,"Large Collidable Object",2,Celestial
2612,"Hollow Asteroid",0,226,"Large Collidable Object",2,Celestial
2734,"Gallente Vexor Cruiser",0,226,"Large Collidable Object",2,Celestial
2831,"Serpentis Fortress",100000000,226,"Large Collidable Object",2,Celestial
2832,"Blood Raider Fortress",100000000,226,"Large Collidable Object",2,Celestial
2842,"Serpentis Station",100000000,226,"Large Collidable Object",2,Celestial
2852,"Sansha Cynosural Field",0,226,"Large Collidable Object",2,Celestial
2856,"Forlorn Hope",0,226,"Large Collidable Object",2,Celestial
2858,"Osnirdottir Memorial",0,226,"Large Collidable Object",2,Celestial
2910,"Gallente Passenger Liner Wreckage",0,226,"Large Collidable Object",2,Celestial
2926,"Serpentis Slave Transport",100000000,226,"Large Collidable Object",2,Celestial
2927,"Fortified Deadspace Particle Accelerator",100000000,226,"Large Collidable Object",2,Celestial
2928,"Fortified Asteroid Colony",100000000,226,"Large Collidable Object",2,Celestial
3056,"Fortified Sansha Deadspace Outpost I",100000000,226,"Large Collidable Object",2,Celestial
3059,"Sansha Starbase Control Tower",100000000,226,"Large Collidable Object",2,Celestial
3509,"Sansha Logistics Control Array",100000000,226,"Large Collidable Object",2,Celestial
3510,"Sansha Remote Logistics Station",100000000,226,"Large Collidable Object",2,Celestial
3523,"Caldari Chimera Carrier",0,226,"Large Collidable Object",2,Celestial
3592,"Caldari Wyvern Carrier ",0,226,"Large Collidable Object",2,Celestial
3593,"Caldari Phoenix Dreadnough",0,226,"Large Collidable Object",2,Celestial
3594,"Caldari Leviathan Titan",0,226,"Large Collidable Object",2,Celestial
3595,"Caldari Badger Industrial Ship",0,226,"Large Collidable Object",2,Celestial
3600,"Caldari Tayra Industrial Ship",0,226,"Large Collidable Object",2,Celestial
3601,"Caldari Charon Freighter",0,226,"Large Collidable Object",2,Celestial
3602,"Gallente Atron Frigate",0,226,"Large Collidable Object",2,Celestial
3603,"Gallente Imicus Frigate",0,226,"Large Collidable Object",2,Celestial
3604,"Gallente Incursus Frigate",0,226,"Large Collidable Object",2,Celestial
3605,"Gallente Maulus Frigate",0,226,"Large Collidable Object",2,Celestial
3610,"Gallente Navitas Frigate",0,226,"Large Collidable Object",2,Celestial
3611,"Gallente Tristan Frigate",0,226,"Large Collidable Object",2,Celestial
3612,"Gallente Catalyst Destroyer",0,226,"Large Collidable Object",2,Celestial
3613,"Gallente Celestis Cruiser",0,226,"Large Collidable Object",2,Celestial
3614,"Gallente Exequror Cruiser",0,226,"Large Collidable Object",2,Celestial
3615,"Gallente Thorax Cruiser",0,226,"Large Collidable Object",2,Celestial
3620,"Fortified Starbase Shield Generator",1,226,"Large Collidable Object",2,Celestial
3626,"Sansha Station Ruins",0,226,"Large Collidable Object",2,Celestial
3630,"Amarr Crucifier Frigate",0,226,"Large Collidable Object",2,Celestial
3631,"Amarr Executioner Frigate",0,226,"Large Collidable Object",2,Celestial
3632,"Amarr Inquisitor Frigate",0,226,"Large Collidable Object",2,Celestial
3633,"Amarr Magnate Frigate",0,226,"Large Collidable Object",2,Celestial
3635,"Amarr Punisher Frigate",0,226,"Large Collidable Object",2,Celestial
3637,"Amarr Tormentor Frigate",0,226,"Large Collidable Object",2,Celestial
3639,"Amarr Coercer Destroyer",0,226,"Large Collidable Object",2,Celestial
3641,"Amarr Arbitrator Cruiser",0,226,"Large Collidable Object",2,Celestial
3642,"Amarr Augoror Cruiser",0,226,"Large Collidable Object",2,Celestial
3644,"Amarr Omen Cruiser",0,226,"Large Collidable Object",2,Celestial
3646,"Amarr Harbinger Battlecruiser",0,226,"Large Collidable Object",2,Celestial
3648,"Amarr Prophecy Battlecruiser",0,226,"Large Collidable Object",2,Celestial
3649,"Amarr Abaddon Battleship",0,226,"Large Collidable Object",2,Celestial
3650,"Amarr Apocalypse Battleship",0,226,"Large Collidable Object",2,Celestial
3652,"Amarr Bestower Industrial Ship",0,226,"Large Collidable Object",2,Celestial
3657,"Amarr Sigil Industrial Ship",0,226,"Large Collidable Object",2,Celestial
3658,"Amarr Maller Cruiser",0,226,"Large Collidable Object",2,Celestial
3659,"Amarr Aeon Carrier",0,226,"Large Collidable Object",2,Celestial
3660,"Amarr Archon Carrier",0,226,"Large Collidable Object",2,Celestial
3661,"Amarr Revelation Dreadnought",0,226,"Large Collidable Object",2,Celestial
3662,"Amarr Avatar Titan",0,226,"Large Collidable Object",2,Celestial
3667,"Amarr Providence Freighter",0,226,"Large Collidable Object",2,Celestial
3668,"Gallente Brutix Battlecruiser",0,226,"Large Collidable Object",2,Celestial
3669,"Gallente Myrmidon Battlecruiser",0,226,"Large Collidable Object",2,Celestial
3670,"Caldari Bantam Frigate",0,226,"Large Collidable Object",2,Celestial
3671,"Caldari Condor Frigate",0,226,"Large Collidable Object",2,Celestial
3672,"Caldari Griffin Frigate",0,226,"Large Collidable Object",2,Celestial
3674,"Caldari Heron Frigate",0,226,"Large Collidable Object",2,Celestial
3675,"Caldari Kestrel Frigate",0,226,"Large Collidable Object",2,Celestial
3676,"Caldari Merlin Frigate",0,226,"Large Collidable Object",2,Celestial
3677,"Caldari Cormorant Destroyer",0,226,"Large Collidable Object",2,Celestial
3678,"Caldari Blackbird Cruiser",0,226,"Large Collidable Object",2,Celestial
3679,"Caldari Caracal Cruiser",0,226,"Large Collidable Object",2,Celestial
3680,"Caldari Moa Cruiser",0,226,"Large Collidable Object",2,Celestial
3681,"Caldari Osprey Cruiser",0,226,"Large Collidable Object",2,Celestial
3682,"Caldari Drake Battlecruiser",0,226,"Large Collidable Object",2,Celestial
3684,"Caldari Ferox Battlecruiser",0,226,"Large Collidable Object",2,Celestial
3686,"Caldari Raven Battleship",0,226,"Large Collidable Object",2,Celestial
3688,"Caldari Rokh Battleship",0,226,"Large Collidable Object",2,Celestial
3690,"Caldari Scorpion Battleship ",0,226,"Large Collidable Object",2,Celestial
3704,"Gallente Dominix Battleship",0,226,"Large Collidable Object",2,Celestial
3706,"Gallente Hyperion Battleship",0,226,"Large Collidable Object",2,Celestial
3708,"Gallente Megathron Battleship",0,226,"Large Collidable Object",2,Celestial
3710,"Gallente Nyx Carrier",0,226,"Large Collidable Object",2,Celestial
3712,"Gallente Thanatos Carrier",0,226,"Large Collidable Object",2,Celestial
3714,"Gallente Moros Dreadnought",0,226,"Large Collidable Object",2,Celestial
3716,"Gallente Erebus Titan",0,226,"Large Collidable Object",2,Celestial
3718,"Gallente Iteron Mark I Industrial Ship",0,226,"Large Collidable Object",2,Celestial
3720,"Gallente Iteron Mark II Industrial Ship",0,226,"Large Collidable Object",2,Celestial
3722,"Gallente Iteron Mark III Industrial Ship",0,226,"Large Collidable Object",2,Celestial
